"","x"
"V29277",425.25
"V29278",427
"V29279",427.25
"V29280",428.25
"V29281",428.5
"V29282",428.5
"V29283",428
"V29284",427.25
"V29285",428.5
"V29286",428.5
"V29287",428.5
"V29288",429.5
"V29289",430
"V29290",428.5
"V29291",428.25
"V29292",429.5
"V29293",430
"V29294",429.5
"V29295",427.75
"V29296",427
"V29297",425.5
"V29298",422.25
"V29299",421
"V29300",421.5
"V29301",423.5
"V29302",422.5
"V29303",418
"V29304",417.25
"V29305",415.5
"V29306",414.75
"V29307",415.25
"V29308",414
"V29309",414
"V29310",412.75
"V29311",414
"V29312",449.25
"V29313",428
"V29314",438.25
"V29315",437
"V29316",419.5
"V29317",406
"V29318",403.5
"V29319",404.5
"V29320",404
"V29321",402.25
"V29322",403
"V29323",403
"V29324",404.75
"V29325",403.75
"V29326",409.75
"V29327",412
"V29328",411.75
"V29329",411.5
"V29330",412
"V29331",414.25
"V29332",413.75
"V29333",408.25
"V29334",474.25
"V29335",472.25
"V29336",472.75
"V29337",468.75
"V29338",471.25
"V29339",471.75
"V29340",471.5
"V29341",472.75
"V29342",472
"V29343",466.25
"V29344",466.5
"V29345",468.25
"V29346",469
"V29347",468.75
"V29348",469.25
"V29349",470.5
"V29350",471.75
"V29351",471.25
"V29352",472.5
"V29353",404
"V29354",404.25
"V29355",402
"V29356",400.5
"V29357",400
"V29358",399.5
"V29359",398
"V29360",399
"V29361",397.5
"V29362",398.5
"V29363",398.5
"V29364",442
"V29365",441.75
"V29366",441
"V29367",439.5
"V29368",438.25
"V29369",438.25
"V29370",439
"V29371",438.75
"V29372",438.25
"V29373",439.75
"V29374",440.75
"V29375",440.5
"V29376",440
"V29377",420.5
"V29378",422.25
"V29379",422.75
"V29380",424.25
"V29381",424
"V29382",424.25
"V29383",423.25
"V29384",424
"V29385",424.75
"V29386",425.5
"V29387",435.25
"V29388",442.5
"V29389",439.5
"V29390",438.75
"V29391",439
"V29392",436.75
"V29393",437
"V29394",436.75
"V29395",436.25
"V29396",438.5
"V29397",438.25
"V29398",402.25
"V29399",415
"V29400",385.75
"V29401",391
"V29402",405.5
"V29403",410.25
"V29404",405
"V29405",418.75
"V29406",425
"V29407",388
"V29408",391.5
"V29409",390.75
"V29410",395.75
"V29411",397.75
"V29412",397.25
"V29413",443
"V29414",450.5
"V29415",412.5
"V29416",417.75
"V29417",413.75
"V29418",398
"V29419",411.25
"V29420",387.5
"V29421",385.5
"V29422",385.25
"V29423",388.25
"V29424",394
"V29425",405.75
"V29426",406
"V29427",399.75
"V29428",403.5
"V29429",403.5
"V29430",390.25
"V29431",363
"V29432",359.75
"V29433",353.75
"V29434",352
"V29435",351.5
"V29436",351.5
"V29437",353.25
"V29438",353.75
"V29439",356.75
"V29440",361.5
"V29441",362.75
"V29442",362.5
"V29443",368.25
"V29444",367.75
"V29445",367.25
"V29446",366.75
"V29447",367
"V29448",367.5
"V29449",367.5
"V29450",362.75
"V29451",364
"V29452",359
"V29453",360
"V29454",357
"V29455",357.5
"V29456",353
"V29457",355.75
"V29458",366.25
"V29459",365
"V29460",366.5
"V29461",362.75
"V29462",361.5
"V29463",355
"V29464",355.75
"V29465",372
"V29466",372.5
"V29467",371.75
"V29468",373.75
"V29469",373.5
"V29470",369.5
"V29471",370.75
"V29472",370.25
"V29473",369.25
"V29474",358
"V29475",357.75
"V29476",358.25
"V29477",359
"V29478",352
"V29479",358.25
"V29480",353.75
"V29481",355.5
"V29482",356.5
"V29483",362.25
"V29484",360
"V29485",361.25
"V29486",410.5
"V29487",410.75
"V29488",411.5
"V29489",372.25
"V29490",374.25
"V29491",366.5
"V29492",366.5
"V29493",369.75
"V29494",385.5
"V29495",388
"V29496",381.25
"V29497",380.75
"V29498",392.75
"V29499",397.75
"V29500",416.75
"V29501",414.25
"V29502",419.75
"V29503",437
"V29504",437.5
"V29505",437.25
"V29506",373.25
"V29507",371.5
"V29508",377.75
"V29509",372.5
"V29510",370.5
"V29511",375
"V29512",395.25
"V29513",396.25
"V29514",398.75
"V29515",388.25
"V29516",418.75
"V29517",405
"V29518",405.75
"V29519",399.25
"V29520",395.25
"V29521",379.5
"V29522",380.25
"V29523",417
"V29524",420.75
"V29525",386.25
"V29526",389.25
"V29527",384.5
"V29528",411.25
"V29529",424.5
"V29530",421.5
"V29531",421.5
"V29532",437
"V29533",408
"V29534",408.25
"V29535",398.5
"V29536",398.25
"V29537",398.5
"V29538",394.5
"V29539",378.5
"V29540",414
"V29541",414.75
"V29542",409.75
"V29543",416.5
"V29544",415.75
"V29545",419.5
"V29546",439
"V29547",490.75
"V29548",414
"V29549",420.5
"V29550",395.5
"V29551",402
"V29552",376
"V29553",429.5
"V29554",407.25
"V29555",385
"V29556",381
"V29557",388.5
"V29558",392
"V29559",383
"V29560",476.5
"V29561",477.25
"V29562",395
"V29563",395.25
"V29564",385.75
"V29565",391.5
"V29566",381.25
"V29567",375.75
"V29568",375.75
"V29569",384.25
"V29570",387.5
"V29571",397
"V29572",442
"V29573",448.5
"V29574",423
"V29575",418
"V29576",416
"V29577",417.5
"V29578",400.25
"V29579",403.25
"V29580",403
"V29581",397.5
"V29582",398.75
"V29583",394.5
"V29584",448.5
"V29585",456.25
"V29586",423.75
"V29587",419.25
"V29588",366.5
"V29589",395
"V29590",397
"V29591",398
"V29592",396
"V29593",398.25
"V29594",405.75
"V29595",405.25
"V29596",381.75
"V29597",388
"V29598",383
"V29599",399.5
"V29600",395.25
"V29601",389
"V29602",408
"V29603",408.25
"V29604",407
"V29605",428.5
"V29606",414.25
"V29607",413
"V29608",402
"V29609",427.25
"V29610",424.5
"V29611",405.5
"V29612",438.75
"V29613",420.5
"V29614",421
"V29615",415.75
"V29616",360
"V29617",418.75
"V29618",392.5
"V29619",394.5
"V29620",408.75
"V29621",409.5
"V29622",405
"V29623",409.25
"V29624",420
"V29625",431
"V29626",406
"V29627",405.75
"V29628",396.75
"V29629",370.25
"V29630",375.5
"V29631",377
"V29632",398.75
"V29633",415.25
"V29634",421.25
"V29635",422.75
"V29636",433.25
"V29637",433
"V29638",430
"V29639",430
"V29640",430
"V29641",428
"V29642",399.25
"V29643",400.75
"V29644",395.75
"V29645",404
"V29646",405
"V29647",406.5
"V29648",407
"V29649",408.5
"V29650",416.75
"V29651",418.5
"V29652",397
"V29653",396.5
"V29654",402.25
"V29655",402
"V29656",400.25
"V29657",400.5
"V29658",401
"V29659",400.5
"V29660",405
"V29661",402.5
"V29662",401.75
"V29663",402.25
"V29664",405.75
"V29665",406.5
"V29666",407.75
"V29667",406.25
"V29668",424.25
"V29669",422.5
"V29670",427.5
"V29671",431.75
"V29672",435.5
"V29673",442.25
"V29674",442
"V29675",440.5
"V29676",448.25
"V29677",447.5
"V29678",449.25
"V29679",435
"V29680",436
"V29681",427.75
"V29682",424.75
"V29683",413.25
"V29684",415.75
"V29685",413.75
"V29686",413.5
"V29687",413.25
"V29688",412.5
"V29689",413.75
"V29690",415.25
"V29691",415.5
"V29692",414.5
"V29693",418.25
"V29694",413.5
"V29695",413
"V29696",412.5
"V29697",400.75
"V29698",399.5
"V29699",397
"V29700",395.25
"V29701",402.5
"V29702",402
"V29703",397.75
"V29704",397.75
"V29705",398
"V29706",398
"V29707",400.75
"V29708",400.75
"V29709",404
"V29710",406
"V29711",398
"V29712",395.5
"V29713",397.5
"V29714",389.25
"V29715",394
"V29716",393.75
"V29717",419.5
"V29718",419.25
"V29719",421
"V29720",421.75
"V29721",422.25
"V29722",424.25
"V29723",418
"V29724",417.5
"V29725",416
"V29726",413.75
"V29727",413
"V29728",410.75
"V29729",417.75
"V29730",446
"V29731",446
"V29732",448.25
"V29733",458.25
"V29734",450.5
"V29735",447
"V29736",427
"V29737",432.5
"V29738",432.25
"V29739",413.75
"V29740",412
"V29741",413.25
"V29742",413.25
"V29743",410
"V29744",409.5
"V29745",403.75
"V29746",410.75
"V29747",410.75
"V29748",411.5
"V29749",409.75
"V29750",408.25
"V29751",441.5
"V29752",435.5
"V29753",428.25
"V29754",426.75
"V29755",426.5
"V29756",426
"V29757",426.5
"V29758",427.25
"V29759",428
"V29760",460.75
"V29761",462
"V29762",461
"V29763",366.25
"V29764",366.5
"V29765",366.5
"V29766",369.75
"V29767",372.75
"V29768",389
"V29769",390
"V29770",386.25
"V29771",403.5
"V29772",400.25
"V29773",415
"V29774",414.25
"V29775",410
"V29776",410
"V29777",411
"V29778",412.25
"V29779",423.75
"V29780",423.25
"V29781",420.5
"V29782",414
"V29783",414.75
"V29784",407.5
"V29785",400.25
"V29786",400.75
"V29787",400.25
"V29788",402
"V29789",402.75
"V29790",395.5
"V29791",395.75
"V29792",395.25
"V29793",394.75
"V29794",393.75
"V29795",392.5
"V29796",395.5
"V29797",401
"V29798",407.25
"V29799",407.5
"V29800",408.25
"V29801",406.75
"V29802",405.5
"V29803",408.25
"V29804",398.5
"V29805",398
"V29806",397.75
"V29807",397.75
"V29808",396.5
"V29809",397
"V29810",396.5
"V29811",396.75
"V29812",401.5
"V29813",412.25
"V29814",414.25
"V29815",414.75
"V29816",479.5
"V29817",466.5
"V29818",466.5
"V29819",464.25
"V29820",469.25
"V29821",468.75
"V29822",459.75
"V29823",460.25
"V29824",422
"V29825",423.25
"V29826",414.5
"V29827",414.5
"V29828",414.75
"V29829",415
"V29830",415.25
"V29831",413.25
"V29832",395
"V29833",400
"V29834",401.75
"V29835",398
"V29836",404.5
"V29837",405.25
"V29838",400.75
"V29839",417.25
"V29840",417.75
"V29841",422.25
"V29842",437.5
"V29843",439.25
"V29844",411
"V29845",377
"V29846",425
"V29847",426.5
"V29848",366
"V29849",393
"V29850",393.5
"V29851",412.75
"V29852",407.5
"V29853",427
"V29854",409
"V29855",376.75
"V29856",429
"V29857",360.75
"V29858",362.25
"V29859",465
"V29860",462.75
"V29861",462.25
"V29862",405.5
"V29863",407
"V29864",484
"V29865",407.25
"V29866",395
"V29867",394.25
"V29868",403.5
"V29869",390.5
"V29870",392
"V29871",441.5
"V29872",392.5
"V29873",394.25
"V29874",371
"V29875",408.5
"V29876",405.5
"V29877",405.5
"V29878",418
"V29879",419.5
"V29880",419.75
"V29881",403
"V29882",402.5
"V29883",401.5
"V29884",389.5
"V29885",387.75
"V29886",442.25
"V29887",440.5
"V29888",446.75
"V29889",410.25
"V29890",418.25
"V29891",422.5
"V29892",423.25
"V29893",421.75
"V29894",431.25
"V29895",435.75
"V29896",430.75
"V29897",406.75
"V29898",412.5
"V29899",436.75
"V29900",423
"V29901",426.25
"V29902",411.75
"V29903",412.25
"V29904",370
"V29905",369.25
"V29906",429.75
"V29907",437.5
"V29908",434.25
"V29909",404.25
"V29910",395.5
"V29911",396
"V29912",397.5
"V29913",397.25
"V29914",398.25
"V29915",404
"V29916",403.25
"V29917",400
"V29918",400.75
"V29919",400.5
"V29920",400.75
"V29921",400.25
"V29922",400.5
"V29923",401.75
"V29924",401.75
"V29925",401
"V29926",398.5
"V29927",397.25
"V29928",397.75
"V29929",396.5
"V29930",396.75
"V29931",398.5
"V29932",399
"V29933",399.25
"V29934",399
"V29935",398.5
"V29936",398.25
"V29937",397.5
"V29938",397.75
"V29939",399
"V29940",398.5
"V29941",399
"V29942",404
"V29943",418.5
"V29944",413.25
"V29945",440.5
"V29946",440.5
"V29947",440
"V29948",437
"V29949",401.5
"V29950",403.75
"V29951",366.5
"V29952",383.5
"V29953",382.5
"V29954",383.75
"V29955",384.75
"V29956",384.75
"V29957",439
"V29958",428.75
"V29959",420.75
"V29960",442
"V29961",439
"V29962",438.5
"V29963",437
"V29964",437.5
"V29965",425.25
"V29966",428
"V29967",433.5
"V29968",426
"V29969",423.25
"V29970",406.5
"V29971",441.75
"V29972",443
"V29973",398.25
"V29974",407
"V29975",409.5
"V29976",409.5
"V29977",453.75
"V29978",447.75
"V29979",428.75
"V29980",397
"V29981",395.75
"V29982",394.75
"V29983",421
"V29984",427.5
"V29985",419
"V29986",418
"V29987",419.5
"V29988",428.5
"V29989",421.5
"V29990",432.25
"V29991",433.75
"V29992",397.75
"V29993",400.75
"V29994",399.25
"V29995",398.5
"V29996",394
"V29997",395
"V29998",411.25
"V29999",403
"V30000",445.5
"V30001",451.5
"V30002",430
"V30003",430.5
"V30004",417.25
"V30005",440.5
"V30006",448
"V30007",414
"V30008",416.25
"V30009",392
"V30010",392.25
"V30011",392.25
"V30012",392.25
"V30013",373
"V30014",393.25
"V30015",434.25
"V30016",369.75
"V30017",374.75
"V30018",395
"V30019",396.75
"V30020",377
"V30021",379.75
"V30022",436
"V30023",432.75
"V30024",411
"V30025",415.75
"V30026",424.75
"V30027",421.5
"V30028",419.75
"V30029",416.5
"V30030",412
"V30031",412.25
"V30032",400
"V30033",397.5
"V30034",379.5
"V30035",413
"V30036",406.25
"V30037",411.25
"V30038",411
"V30039",443
"V30040",451
"V30041",385.25
"V30042",387.5
"V30043",407.25
"V30044",436.25
"V30045",389
"V30046",421.75
"V30047",421
"V30048",421.5
"V30049",422
"V30050",426.5
"V30051",426.5
"V30052",427.5
"V30053",434.75
"V30054",434.25
"V30055",442.75
"V30056",440.75
"V30057",440
"V30058",436.75
"V30059",439.5
"V30060",426.25
"V30061",426.75
"V30062",426.25
"V30063",421.25
"V30064",417.75
"V30065",430.5
"V30066",430.5
"V30067",429.25
"V30068",429.75
"V30069",429.25
"V30070",444.25
"V30071",444.5
"V30072",444
"V30073",446
"V30074",444.5
"V30075",433.25
"V30076",417.75
"V30077",419
"V30078",418.5
"V30079",418.75
"V30080",417.25
"V30081",417
"V30082",391.25
"V30083",395
"V30084",400
"V30085",400
"V30086",400.25
"V30087",389.5
"V30088",402.5
"V30089",403.25
"V30090",408.75
"V30091",409.25
"V30092",384
"V30093",386.25
"V30094",385
"V30095",405
"V30096",402.5
"V30097",414
"V30098",399.75
"V30099",421
"V30100",402.5
"V30101",401.75
"V30102",400.5
"V30103",409.75
"V30104",405.25
"V30105",402
"V30106",405
"V30107",377.5
"V30108",371
"V30109",359.25
"V30110",383
"V30111",379.25
"V30112",375.5
"V30113",400.5
"V30114",405.75
"V30115",441
"V30116",447.25
"V30117",445.25
"V30118",368.25
"V30119",362
"V30120",364.25
"V30121",342.75
"V30122",382.5
"V30123",385.75
"V30124",415.75
"V30125",395.5
"V30126",396.5
"V30127",421.75
"V30128",423.75
"V30129",424.5
"V30130",397.75
"V30131",394.25
"V30132",381.25
"V30133",401.5
"V30134",397.5
"V30135",377.75
"V30136",398.75
"V30137",458
"V30138",381.5
"V30139",390.5
"V30140",393.75
"V30141",401.5
"V30142",414.75
"V30143",377.5
"V30144",377.25
"V30145",378.25
"V30146",391
"V30147",395.5
"V30148",430.5
"V30149",431.25
"V30150",432.5
"V30151",448.75
"V30152",454.75
"V30153",457.5
"V30154",408
"V30155",402
"V30156",386.5
"V30157",400
"V30158",382.25
"V30159",408.75
"V30160",405.25
"V30161",388
"V30162",371.75
"V30163",357
"V30164",352.5
"V30165",361.25
"V30166",372.25
"V30167",372.25
"V30168",373
"V30169",372.5
"V30170",373.75
"V30171",371.5
"V30172",393.25
"V30173",390.25
"V30174",393.25
"V30175",367
"V30176",375.75
"V30177",391.5
"V30178",380.75
"V30179",377.5
"V30180",422.75
"V30181",380
"V30182",388.25
"V30183",389
"V30184",438.5
"V30185",364
"V30186",378.75
"V30187",397.75
"V30188",378
"V30189",373.25
"V30190",374.5
"V30191",404
"V30192",423.75
"V30193",397.5
"V30194",443.25
"V30195",403.25
"V30196",395.75
"V30197",401.25
"V30198",399.75
"V30199",407.5
"V30200",401.25
"V30201",434.5
"V30202",429
"V30203",419.75
"V30204",369.5
"V30205",406
"V30206",391.25
"V30207",391.75
"V30208",422.5
"V30209",426.75
"V30210",426
"V30211",418
"V30212",386.25
"V30213",390.5
"V30214",404.25
"V30215",372.25
"V30216",400.75
"V30217",382.75
"V30218",370.75
"V30219",370.75
"V30220",372.75
"V30221",373.75
"V30222",373.25
"V30223",397.75
"V30224",395
"V30225",398.5
"V30226",392.5
"V30227",392
"V30228",394
"V30229",632
"V30230",408.25
"V30231",384.75
"V30232",386.5
"V30233",388
"V30234",387.5
"V30235",377.5
"V30236",382
"V30237",383.25
"V30238",386.75
"V30239",385.5
"V30240",384.25
"V30241",382.25
"V30242",382.25
"V30243",382
"V30244",382.5
"V30245",388
"V30246",389
"V30247",389.25
"V30248",390
"V30249",396
"V30250",362.75
"V30251",364
"V30252",363
"V30253",364.25
"V30254",372.25
"V30255",372
"V30256",384.5
"V30257",394.5
"V30258",394.25
"V30259",394.25
"V30260",394.5
"V30261",388
"V30262",389
"V30263",385.5
"V30264",386
"V30265",388
"V30266",372
"V30267",372.5
"V30268",374.25
"V30269",368.25
"V30270",368.5
"V30271",368.25
"V30272",369.75
"V30273",393.5
"V30274",392.75
"V30275",392
"V30276",390.25
"V30277",391.5
"V30278",390.25
"V30279",391.5
"V30280",385.25
"V30281",385.75
"V30282",387.75
"V30283",396.5
"V30284",393.5
"V30285",395.25
"V30286",398.5
"V30287",400.25
"V30288",397.5
"V30289",397
"V30290",401.5
"V30291",401.75
"V30292",401
"V30293",386
"V30294",385
"V30295",381.5
"V30296",379.75
"V30297",374.5
"V30298",390
"V30299",389
"V30300",390
"V30301",391.5
"V30302",393
"V30303",392.75
"V30304",394
"V30305",394
"V30306",371.25
"V30307",371.25
"V30308",371.75
"V30309",375.25
"V30310",377
"V30311",377.75
"V30312",374.75
"V30313",383.75
"V30314",383.5
"V30315",377.75
"V30316",376.75
"V30317",382.5
"V30318",379.25
"V30319",380.25
"V30320",372.75
"V30321",381
"V30322",385.25
"V30323",385.25
"V30324",391.75
"V30325",389.5
"V30326",390.5
"V30327",370.25
"V30328",369.75
"V30329",376
"V30330",377.25
"V30331",378
"V30332",386.75
"V30333",394
"V30334",389
"V30335",387.5
"V30336",385.25
"V30337",390
"V30338",393.25
"V30339",393.25
"V30340",393.5
"V30341",384.75
"V30342",392.5
"V30343",392.25
"V30344",381
"V30345",375.75
"V30346",375.25
"V30347",362.5
"V30348",392.25
"V30349",384
"V30350",418.5
"V30351",429.75
"V30352",389
"V30353",393
"V30354",400.75
"V30355",368.75
"V30356",372.5
"V30357",378
"V30358",375.75
"V30359",372.25
"V30360",358.25
"V30361",411.75
"V30362",395.5
"V30363",371.25
"V30364",352.5
"V30365",390.75
"V30366",429.5
"V30367",417.25
"V30368",408.5
"V30369",420.25
"V30370",416.75
"V30371",416.75
"V30372",418.25
"V30373",412.25
"V30374",430.5
"V30375",429
"V30376",464.5
"V30377",421
"V30378",444.75
"V30379",432.75
"V30380",434.5
"V30381",434.75
"V30382",434.25
"V30383",434.25
"V30384",441
"V30385",402.5
"V30386",402
"V30387",401.75
"V30388",423.25
"V30389",428.5
"V30390",396.75
"V30391",464.75
"V30392",433
"V30393",421.75
"V30394",400.75
"V30395",384.75
"V30396",428.25
"V30397",428.5
"V30398",442.25
"V30399",382.5
"V30400",395.5
"V30401",410.25
"V30402",394.25
"V30403",396.5
"V30404",397
"V30405",422.5
"V30406",416.25
"V30407",410.75
"V30408",362.75
"V30409",372.25
"V30410",387.25
"V30411",401
"V30412",419
"V30413",440
"V30414",429.25
"V30415",428.5
"V30416",427
"V30417",402.5
"V30418",415
"V30419",399.5
"V30420",434.75
"V30421",427.25
"V30422",367.25
"V30423",364.75
"V30424",368
"V30425",368.25
"V30426",369
"V30427",373.25
"V30428",436.5
"V30429",426.75
"V30430",420
"V30431",418.5
"V30432",422
"V30433",430.75
"V30434",427.25
"V30435",418.5
"V30436",395
"V30437",400.25
"V30438",381
"V30439",381.75
"V30440",393
"V30441",391.75
"V30442",386.25
"V30443",384.25
"V30444",384.5
"V30445",402
"V30446",403.25
"V30447",437
"V30448",437.25
"V30449",440.25
"V30450",440.5
"V30451",469.5
"V30452",405.5
"V30453",406
"V30454",407.25
"V30455",406.75
"V30456",409.5
"V30457",408.75
"V30458",408.75
"V30459",408.75
"V30460",412
"V30461",382.25
"V30462",384.5
"V30463",385.75
"V30464",386.5
"V30465",389.75
"V30466",388.75
"V30467",394
"V30468",404.5
"V30469",405
"V30470",404.25
"V30471",411.75
"V30472",411
"V30473",410.25
"V30474",403.25
"V30475",410.5
"V30476",403.75
"V30477",401.5
"V30478",405.25
"V30479",434
"V30480",428
"V30481",422
"V30482",420.75
"V30483",467.25
"V30484",466.25
"V30485",468.5
"V30486",385.25
"V30487",389.25
"V30488",388.5
"V30489",389.25
"V30490",407.5
"V30491",409.25
"V30492",404.75
"V30493",455
"V30494",450
"V30495",441.75
"V30496",416.75
"V30497",417.25
"V30498",413.75
"V30499",409
"V30500",379.5
"V30501",380
"V30502",381
"V30503",361.75
"V30504",411.25
"V30505",410.75
"V30506",414.25
"V30507",416.5
"V30508",419
"V30509",418.5
"V30510",417.5
"V30511",420.75
"V30512",407.75
"V30513",399.5
"V30514",402.75
"V30515",407
"V30516",406.25
"V30517",406.25
"V30518",403
"V30519",407.5
"V30520",404
"V30521",390.25
"V30522",389.25
"V30523",392.75
"V30524",407.5
"V30525",412.75
"V30526",348
"V30527",399
"V30528",381.5
"V30529",580.5
"V30530",388.75
"V30531",395.25
"V30532",395.5
"V30533",398.5
"V30534",402.75
"V30535",403.5
"V30536",405.75
"V30537",396.25
"V30538",388.75
"V30539",403
"V30540",405
"V30541",430
"V30542",431.25
"V30543",411
"V30544",386
"V30545",406.75
"V30546",397.5
"V30547",402.25
"V30548",402.75
"V30549",384
"V30550",439.5
"V30551",392.5
"V30552",432.25
"V30553",414
"V30554",414.75
"V30555",428.5
"V30556",406.5
"V30557",427
"V30558",417.5
"V30559",405.5
"V30560",429.75
"V30561",407
"V30562",412.25
"V30563",397.75
"V30564",427.75
"V30565",434.5
"V30566",441.5
"V30567",362.75
"V30568",394.25
"V30569",383.5
"V30570",452.5
"V30571",427.25
"V30572",446
"V30573",413
"V30574",427.25
"V30575",426.5
"V30576",381.75
"V30577",382
"V30578",382.25
"V30579",384.25
"V30580",384.75
"V30581",389.5
"V30582",373
"V30583",394.25
"V30584",415.5
"V30585",391.75
"V30586",392.5
"V30587",388.5
"V30588",388.25
"V30589",449.75
"V30590",422.5
"V30591",411
"V30592",412.5
"V30593",425.75
"V30594",420.25
"V30595",408.25
"V30596",407
"V30597",403.5
"V30598",440.75
"V30599",441
"V30600",387.75
"V30601",365.5
"V30602",362.75
"V30603",357.5
"V30604",361.25
"V30605",399.25
"V30606",431.25
"V30607",460.5
"V30608",460.5
"V30609",392.5
"V30610",379.25
"V30611",370.25
"V30612",356.75
"V30613",387.25
"V30614",414
"V30615",411
"V30616",388.5
"V30617",391.25
"V30618",396
"V30619",421.75
"V30620",403.5
"V30621",452.75
"V30622",404.75
"V30623",408.75
"V30624",368.5
"V30625",423.5
"V30626",389.25
"V30627",410.75
"V30628",393.5
"V30629",432.75
"V30630",433
"V30631",397
"V30632",391.75
"V30633",401
"V30634",413.25
"V30635",382.25
"V30636",432.25
"V30637",442.5
"V30638",430.5
"V30639",405
"V30640",411.25
"V30641",406.75
"V30642",414
"V30643",360.25
"V30644",380.5
"V30645",383
"V30646",379.25
"V30647",453.25
"V30648",400.25
"V30649",412.75
"V30650",403.75
"V30651",450.75
"V30652",405.25
"V30653",414.25
"V30654",379.75
"V30655",375.75
"V30656",391.5
"V30657",447.25
"V30658",423
"V30659",381.25
"V30660",397.25
"V30661",416.25
"V30662",415.25
"V30663",414.75
"V30664",410.25
"V30665",431
"V30666",430.5
"V30667",415
"V30668",418
"V30669",423
"V30670",418.5
"V30671",420.25
"V30672",425
"V30673",425.5
"V30674",438
"V30675",437
"V30676",434.75
"V30677",434
"V30678",433.5
"V30679",429.75
"V30680",437.75
"V30681",438.25
"V30682",436.75
"V30683",436.5
"V30684",435.5
"V30685",437.25
"V30686",434.25
"V30687",437.5
"V30688",442
"V30689",442
"V30690",406.25
"V30691",406.5
"V30692",406.75
"V30693",408
"V30694",408
"V30695",407.25
"V30696",407.75
"V30697",405.75
"V30698",407.5
"V30699",409
"V30700",413
"V30701",421
"V30702",416
"V30703",383
"V30704",460.5
"V30705",459.75
"V30706",457
"V30707",390.5
"V30708",417.5
"V30709",414
"V30710",406.75
"V30711",404.5
"V30712",402.5
"V30713",401
"V30714",396.5
"V30715",399.75
"V30716",398.25
"V30717",396
"V30718",396.5
"V30719",398.5
"V30720",413
"V30721",417.75
"V30722",418.75
"V30723",427.5
"V30724",429.25
"V30725",422.25
"V30726",424.25
"V30727",423
"V30728",418.75
"V30729",417.75
"V30730",407.25
"V30731",417
"V30732",408
"V30733",420.75
"V30734",396.25
"V30735",397
"V30736",433.25
"V30737",434.75
"V30738",408.5
"V30739",418.75
"V30740",467.5
"V30741",469
"V30742",469.5
"V30743",418
"V30744",418.5
"V30745",416.5
"V30746",412
"V30747",413
"V30748",407
"V30749",385.5
"V30750",377.75
"V30751",380.25
"V30752",460.25
"V30753",462.5
"V30754",464
"V30755",466
"V30756",386.25
"V30757",387.75
"V30758",388.25
"V30759",390.25
"V30760",388.75
"V30761",399.5
"V30762",399.5
"V30763",408
"V30764",409.25
"V30765",414.5
"V30766",413.75
"V30767",414
"V30768",413.75
"V30769",410.5
"V30770",409.75
"V30771",405
"V30772",443.75
"V30773",392.25
"V30774",392.5
"V30775",392.5
"V30776",391
"V30777",387.75
"V30778",388
"V30779",383.75
"V30780",389.5
"V30781",394
"V30782",396
"V30783",408.5
"V30784",417.5
"V30785",401.25
"V30786",402.75
"V30787",418.75
"V30788",403
"V30789",402.75
"V30790",439.75
"V30791",439.75
"V30792",390.25
"V30793",416.5
"V30794",418
"V30795",368.75
"V30796",369.5
"V30797",463.5
"V30798",448.25
"V30799",435.25
"V30800",438.5
"V30801",423.75
"V30802",478.25
"V30803",400.75
"V30804",393.5
"V30805",409.25
"V30806",406
"V30807",422.25
"V30808",426
"V30809",473
"V30810",474.75
"V30811",476.5
"V30812",475.75
"V30813",389.5
"V30814",404
"V30815",396.5
"V30816",396.75
"V30817",413
"V30818",410
"V30819",404.25
"V30820",390.75
"V30821",381
"V30822",383
"V30823",382.5
"V30824",387.75
"V30825",380.75
"V30826",386
"V30827",381.5
"V30828",384.25
"V30829",390.5
"V30830",382
"V30831",395.5
"V30832",406.75
"V30833",440.75
"V30834",412.5
"V30835",385.75
"V30836",429.75
"V30837",426
"V30838",418
"V30839",419.5
"V30840",411.25
"V30841",426
"V30842",418
"V30843",414
"V30844",407.5
"V30845",460.25
"V30846",427
"V30847",359.25
"V30848",399.5
"V30849",389.25
"V30850",380.75
"V30851",381.5
"V30852",382.75
"V30853",382.25
"V30854",382.5
"V30855",387.75
"V30856",387.25
"V30857",374.25
"V30858",373.5
"V30859",361.75
"V30860",361.75
"V30861",362.25
"V30862",359.75
"V30863",359.25
"V30864",360.5
"V30865",360
"V30866",358.75
"V30867",360.75
"V30868",360.75
"V30869",360.5
"V30870",360.75
"V30871",360.5
"V30872",355.75
"V30873",352.5
"V30874",351.5
"V30875",351.75
"V30876",352.25
"V30877",354.75
"V30878",355.75
"V30879",355.75
"V30880",355.75
"V30881",355.5
"V30882",353.75
"V30883",359.25
"V30884",393.5
"V30885",361.5
"V30886",432
"V30887",423.75
"V30888",424.25
"V30889",374.5
"V30890",375
"V30891",371
"V30892",363.75
"V30893",358.5
"V30894",362.75
"V30895",359.25
"V30896",426.75
"V30897",445
"V30898",443
"V30899",388.5
"V30900",389.75
"V30901",389.5
"V30902",358.5
"V30903",445.25
"V30904",445.75
"V30905",446
"V30906",446
"V30907",446.75
"V30908",447.25
"V30909",448
"V30910",448.5
"V30911",448.5
"V30912",447
"V30913",447.25
"V30914",447.75
"V30915",445.75
"V30916",445.5
"V30917",443.75
"V30918",442.25
"V30919",444
"V30920",442.75
"V30921",442.25
"V30922",441.75
"V30923",441.25
"V30924",441.25
"V30925",443.25
